"primary_key","object_id","product_family_id","product_family_name","product_family_number","laststreameddate","itemref","spec_id","version","product_or_material_description","version_status","spec_name","notes","common","local_ref","create_by","approved_by","approval_reason","smd_reference","make_current","analysis","measurement","concatenate_cqa","limit_type_id","limit_1","limit_2","units","stability"
"01968265-dd3a-7ecf-97ba-98a42721ed68-019342c5-e864-7e00-8c2e-551deab613e8-123-Spec-00040113|27|15N|PEPTIDE MAPPING : Component 15|CHAR 1|Not In|-99999|||%","019342c5-e864-7e00-8c2e-551deab613e8","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|27|15N|PEPTIDE MAPPING : Component 15|CHAR 1|Not In|-99999|||%,Spec-00040113,"27",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"Gchokkal (GVW) - 11/Nov/2024 - ETS CC 2332614 - Update of specification report as per LCRF.
1. Removed parameter list IC SUBVIS 11.
2. Added parameter lists IC SUBVIS 12 for 10mL Vial /SP-70 2282024-0 / SP-70 1352024-1
3. Added parameter lists IC SUBVIS 12 A for 14mL Vial /SP-70 2292024-3 / SP-70 1652023-1
4. Added parameter lists IC SUBVIS 12 B for 15mL Vial /SP-70 1352024-0
5. Added parameter lists IC SUBVIS 12 C for 22mL Vial /SP-70 1352024-1
",,,Gchokkal,lwerner3,ETS CC 2332614,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-71673, TV-SPEC-61505",Thu Nov 21 14:47:08 EST 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR 1,Not In -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-01934d0c-270b-7cd5-839c-769bf3a3aa97-123-Spec-00043112|8|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","01934d0c-270b-7cd5-839c-769bf3a3aa97","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00043112|8|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00043112,"8","AMIVANTAMAB SC DRUG PRODUCT (1600, 2240 MG) LABORATORY SPECIFICATIONS - STAB",A,"AMIVANTAMAB SC DRUG PRODUCT (1600, 2240 MG) LABORATORY SPECIFICATIONS - STAB","RDhanas2 (GVW) - 20/Nov/2024 - Update of specification as per LCRF.
1. Replaced CIEF - 7N 1LIST 4 with CIEF - 8N 1LIST parameter list.
2. Added DIL REF CIEF C, DIL CSDS NR C11 and DIL CSDS R C12 parameter lists.


",,,rdhanas2,mari1,Reviewed and Approved,TV-SPEC-69985,Tue Nov 26 19:26:33 EST 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-0193712c-82b5-7f45-a657-51823b5a53f6-123-Spec-00040098|20|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","0193712c-82b5-7f45-a657-51823b5a53f6","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040098|20|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040098,"20",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - STAB,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - STAB,"NC10(GVW) - 28-NOV-2024 - CC# 2056585 - Updated Specification
-To add the parameter list IC TURB AVG CV VERIF-7N 7NC
-To add the parameter list IC SUBVIS 12-4N 8NC 5DATE 1TEXT
-To add LME Template EL-LB-Turbidity-MultiProduct for IC TURB AVG CV VERIF-7N 7NC and EL-LB-SUBVIS New for IC SUBVIS 12-4N 8NC 5DATE 1TEXT
-To add Technique Visual inspection for IC TURB AVG CV VERIF-7N 7NC and Visual inspection for IC SUBVIS 12-4N 8NC 5DATE 1TEXT
",,,NC10,SKuijla2,GQS Reviewed/Approved,"TV-SPEC-67180, TV-SPEC-69985",Fri Dec 06 09:44:00 EST 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-01939531-3f8d-751a-b12b-eb498c6f0188-123-Spec-00043112|9|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","01939531-3f8d-751a-b12b-eb498c6f0188","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00043112|9|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00043112,"9","AMIVANTAMAB SC DRUG PRODUCT (1600, 2240 MG) LABORATORY SPECIFICATIONS - STAB",A,"AMIVANTAMAB SC DRUG PRODUCT (1600, 2240 MG) LABORATORY SPECIFICATIONS - STAB","04DEC2024 nchadwi2 (GQS) - updated specification per TruVault update / CC 2387769 and site LCRF ""2024-12-04_TV-eFRM-10818_v9.0 ABOV 28-NOV-24 - signed""
1. Updated SMD references for INH, GLO, PHASE 3, ALERT and CHAR limit types.
2. Updated GLO limits for CIEF (v1) 8N 1LIST	Component 4 and Component 7.
3. Updated GLO limit for PH20 ACTIVITY (v1) 1N.
5. Added PARTICULATE MATTER (v1) CNTO4424 1LIST with GLO limit.
6. Aligned CoA translation and CoA limit text and added GLO limit for OD280 C 1 (v1) 5N 3NC.
7. Removed BIOASSAY 2 (v1) 2N parameterlist.
8. Aligned CoA translation for PEPTIDE MAPPING 1 (v1) 1N.
9. Resequenced
10. Per LCRF updated worksheet template for PARTICULATE MATTER 1 (v1) 6N.
11. Updated CoA translation, CoA limit text, units and dp for IC SUBVIS 12 (v1) 4N 8NC 5DATE 1TEXT component Particles/mL 10-25um and added CHAR limit for same.
12. Added GLO limits for PARTICULATE MATTER 1 (v1) 6N Component 5 and Component 6.

",,,nchadwi2,WVeen1,CC2387769,TV-SPEC-69985,Tue Dec 10 06:00:00 EST 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-01939531-5295-7ab8-9385-132785cdcc89-123-Spec-00043114|5|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","01939531-5295-7ab8-9385-132785cdcc89","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00043114|5|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00043114,"5",AMIVANTAMAB 160 MG/ML DRUG SUBSTANCE LABORATORY SPECIFICATIONS,A,AMIVANTAMAB 160 MG/ML DRUG SUBSTANCE LABORATORY SPECIFICATIONS,"04DEC2024 nchadwi2 (GQS) - updated specification per TruVault update / CC 2387769 
1. Updated SMD references for INH, GLO, PHASE 3, ALERT and CHAR limit types.
2. Updated GLO limits for CIEF (v1) 7N 1LIST 4 - Component 4 and Component 6.
3. Updated GLO limits for CIEF 1 (v1) 7N 1LIST 4 - Component 4 and Component 6.
4.  Removed BIOASSAY 2 (v1) 2N and BIOASSAY 3 (v1) 2N
5. Resequenced",,,nchadwi2,WVeen1,CC2387769,TV-SPEC-69986,Tue Dec 10 06:00:00 EST 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-01939531-56ca-7e2d-b08c-17073faf6740-123-Spec-00040113|28|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","01939531-56ca-7e2d-b08c-17073faf6740","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|28|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040113,"28",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"04/Dec/2024 - tlinack (SC) - Update of specification report.  - ETS 2387769 + 2375655 + ETS 2192559
1. Update SMD from TV-SPEC-69985 v1.0 to TV-SPEC-69985 v2.0 at INH+GLO 1+CHAR 1+ALERT Limit Type
2. Update SMD from TV-SPEC-67180 v3.0 to TV-SPEC-67180 v4.0 at the INH+GLO+CHAR Limit Type
3. Update SMD from TV-SPEC-66430 v5.0 to TV-SPEC-66430 v6.0 at the INH+CLIN+CHAR 2 Limit Type
4. R Volume 1 (v1) 1N and R Volume 2 (v1) 1N added for clinical (CLIN) and PPQ (GLO)
5. CLIN+GLO (PPQ) acceptance criteria removed at IC 1X VOLUME 1/ Volume Average and IC 1X VOLUME 2 / Volume Average, parameter lists will be used only for commercial (GLO1)
6. Commercial (GLO1) acceptance criteria and unit updated at IC 1X VOLUME 1 / Volume Average and  IC 1X VOLUME 2 / Volume Average
7. Commercial (GLO1) acceptance criteria updated at CIEF (v1) 3N 1LIST 6 / Component 1+2
8. CoA Translation updated at PARTICULATE MATTER (v1) CNTO4424 1LIST and PARTICULATE MATTER 7 (v1) 1LIST
9. CoA Translation updated at IC A280 SAMPLE CONC / Protein Conc, Extended Info for GLO and CLIN removed since the CoA Translation is now aligned
10. Commercial (GLO1) acceptance criteria updated at PH20 ACTIVITY (v1) 1N
11. CoA Translation updated at PEPTIDE MAPPING 1 (v1) 5N / Component 1, Extended Info for CHAR and CHAR 2 removed since the CoA Translation is now aligned
12. BIOASSAY (v1) 0 PCT removed
13. CHAR (PPQ) and CHAR 2 (clininal) acceptance criteria at PEPTIDE MAPPING 1 (v1) 5N / Component 5 removed. (After the launch according to ETS 2387769 and the performed Spec assignment on the batches, parameter list will be replaced by a 4N variant.)
14. ALERT limit type updated as per TV-SPEC-69985 v2.0
15. GLO1+CLIN limit added at PARTICULATE MATTER 8
16. CLIN limit added at IC 1X VOLUME 3 + IC 1X VOLUME 4
17. Update CoA Translation at PARTICULATE MATTER 8 (v1) 1LIST and added extended Info for GLO+CLIN",,,tlinack,lwerner3,ETS 2387769 + 2375655 + ETS 2192559,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Tue Dec 10 06:00:00 EST 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-01939531-58fc-720e-b1c3-940b3601e609-123-Spec-00040113|28|15N|PEPTIDE MAPPING : Component 15|CHAR 2|Not In|-99999|||%","01939531-58fc-720e-b1c3-940b3601e609","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|28|15N|PEPTIDE MAPPING : Component 15|CHAR 2|Not In|-99999|||%,Spec-00040113,"28",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"04/Dec/2024 - tlinack (SC) - Update of specification report.  - ETS 2387769 + 2375655 + ETS 2192559
1. Update SMD from TV-SPEC-69985 v1.0 to TV-SPEC-69985 v2.0 at INH+GLO 1+CHAR 1+ALERT Limit Type
2. Update SMD from TV-SPEC-67180 v3.0 to TV-SPEC-67180 v4.0 at the INH+GLO+CHAR Limit Type
3. Update SMD from TV-SPEC-66430 v5.0 to TV-SPEC-66430 v6.0 at the INH+CLIN+CHAR 2 Limit Type
4. R Volume 1 (v1) 1N and R Volume 2 (v1) 1N added for clinical (CLIN) and PPQ (GLO)
5. CLIN+GLO (PPQ) acceptance criteria removed at IC 1X VOLUME 1/ Volume Average and IC 1X VOLUME 2 / Volume Average, parameter lists will be used only for commercial (GLO1)
6. Commercial (GLO1) acceptance criteria and unit updated at IC 1X VOLUME 1 / Volume Average and  IC 1X VOLUME 2 / Volume Average
7. Commercial (GLO1) acceptance criteria updated at CIEF (v1) 3N 1LIST 6 / Component 1+2
8. CoA Translation updated at PARTICULATE MATTER (v1) CNTO4424 1LIST and PARTICULATE MATTER 7 (v1) 1LIST
9. CoA Translation updated at IC A280 SAMPLE CONC / Protein Conc, Extended Info for GLO and CLIN removed since the CoA Translation is now aligned
10. Commercial (GLO1) acceptance criteria updated at PH20 ACTIVITY (v1) 1N
11. CoA Translation updated at PEPTIDE MAPPING 1 (v1) 5N / Component 1, Extended Info for CHAR and CHAR 2 removed since the CoA Translation is now aligned
12. BIOASSAY (v1) 0 PCT removed
13. CHAR (PPQ) and CHAR 2 (clininal) acceptance criteria at PEPTIDE MAPPING 1 (v1) 5N / Component 5 removed. (After the launch according to ETS 2387769 and the performed Spec assignment on the batches, parameter list will be replaced by a 4N variant.)
14. ALERT limit type updated as per TV-SPEC-69985 v2.0
15. GLO1+CLIN limit added at PARTICULATE MATTER 8
16. CLIN limit added at IC 1X VOLUME 3 + IC 1X VOLUME 4
17. Update CoA Translation at PARTICULATE MATTER 8 (v1) 1LIST and added extended Info for GLO+CLIN",,,tlinack,lwerner3,ETS 2387769 + 2375655 + ETS 2192559,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Tue Dec 10 06:00:00 EST 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR 2,Not In -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-01939531-5b9b-7945-800a-e0240f792833-123-Spec-00040113|28|15N|PEPTIDE MAPPING : Component 15|CHAR 1|Not In|-99999|||%","01939531-5b9b-7945-800a-e0240f792833","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|28|15N|PEPTIDE MAPPING : Component 15|CHAR 1|Not In|-99999|||%,Spec-00040113,"28",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"04/Dec/2024 - tlinack (SC) - Update of specification report.  - ETS 2387769 + 2375655 + ETS 2192559
1. Update SMD from TV-SPEC-69985 v1.0 to TV-SPEC-69985 v2.0 at INH+GLO 1+CHAR 1+ALERT Limit Type
2. Update SMD from TV-SPEC-67180 v3.0 to TV-SPEC-67180 v4.0 at the INH+GLO+CHAR Limit Type
3. Update SMD from TV-SPEC-66430 v5.0 to TV-SPEC-66430 v6.0 at the INH+CLIN+CHAR 2 Limit Type
4. R Volume 1 (v1) 1N and R Volume 2 (v1) 1N added for clinical (CLIN) and PPQ (GLO)
5. CLIN+GLO (PPQ) acceptance criteria removed at IC 1X VOLUME 1/ Volume Average and IC 1X VOLUME 2 / Volume Average, parameter lists will be used only for commercial (GLO1)
6. Commercial (GLO1) acceptance criteria and unit updated at IC 1X VOLUME 1 / Volume Average and  IC 1X VOLUME 2 / Volume Average
7. Commercial (GLO1) acceptance criteria updated at CIEF (v1) 3N 1LIST 6 / Component 1+2
8. CoA Translation updated at PARTICULATE MATTER (v1) CNTO4424 1LIST and PARTICULATE MATTER 7 (v1) 1LIST
9. CoA Translation updated at IC A280 SAMPLE CONC / Protein Conc, Extended Info for GLO and CLIN removed since the CoA Translation is now aligned
10. Commercial (GLO1) acceptance criteria updated at PH20 ACTIVITY (v1) 1N
11. CoA Translation updated at PEPTIDE MAPPING 1 (v1) 5N / Component 1, Extended Info for CHAR and CHAR 2 removed since the CoA Translation is now aligned
12. BIOASSAY (v1) 0 PCT removed
13. CHAR (PPQ) and CHAR 2 (clininal) acceptance criteria at PEPTIDE MAPPING 1 (v1) 5N / Component 5 removed. (After the launch according to ETS 2387769 and the performed Spec assignment on the batches, parameter list will be replaced by a 4N variant.)
14. ALERT limit type updated as per TV-SPEC-69985 v2.0
15. GLO1+CLIN limit added at PARTICULATE MATTER 8
16. CLIN limit added at IC 1X VOLUME 3 + IC 1X VOLUME 4
17. Update CoA Translation at PARTICULATE MATTER 8 (v1) 1LIST and added extended Info for GLO+CLIN",,,tlinack,lwerner3,ETS 2387769 + 2375655 + ETS 2192559,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Tue Dec 10 06:00:00 EST 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR 1,Not In -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-01939f82-51c4-764c-8b2d-d3c9b1108b16-123-Spec-00040098|21|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","01939f82-51c4-764c-8b2d-d3c9b1108b16","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040098|21|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040098,"21",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - STAB,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - STAB,"06DEC2024 nchadwi2 (GQS) - updated specification per TruVault update / CC 2387769 and site LCRF ""2024-12-04_TV-eFRM-10818_v9.0 ABOV 28-NOV-24 - signed""
1. Updated SMD references for INH, GLO and CHAR limit types
2. Removed CHAR limit and CoA limit text for MULTI ATTR PEP MAP (v1) 5N component 5
3. Removed BIOASSAY (v1) 2N.
4. Added VISIBLE ADD INSPECT (v1) 1LIST 2N and configured CHAR limit type.
5. Added ALERT limit type with SMD reference TV-SPEC-69985 v2.0.
6. Configured ALERT limits for TURBIDITY 1 (v1) 1N, IC TURB AVG CV VERIF (v1) 7N 7NC, POLYSORBATE 80 (v1) 1N, CIEF (v1) 8N 1LIST, PARTICULATE MATTER 6 (v1) 8N, IC BIOASSAY SAC ST1 (v1) 1LIST 13N 1NC, IC BIOASSAY SAC ST2 (v1) 1LIST 11N 14NC, IC CMET BIND SAC (v1) 7N 1NC, PH20 ACTIVITY (v1) 1N, SE-HPLC (v1) 3N, CSDS REDUCED (v1) 2N 1LIST 3, CSDS NON-REDUCED (v1) 2N 1LIST 1, MULTI ATTR PEP MAP (v1) 5N and PEPTIDE MAPPING (v1) 15N.
7. Updated CoA translation, CoA limit text, dp and unit for IC SUBVIS 12 (v1) 4N 8NC 5DATE 1TEXT component Part./cont. 2-10um and added CHAR limit for same.",,,nchadwi2,WVeen1,CC2387769,"TV-SPEC-67180, TV-SPEC-69985",Tue Dec 10 06:00:00 EST 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-0193b42b-8188-7e47-8876-90eb0f15e46f-123-Spec-00040113|29|15N|PEPTIDE MAPPING : Component 15|CHAR 1|Not In|-99999|||%","0193b42b-8188-7e47-8876-90eb0f15e46f","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|29|15N|PEPTIDE MAPPING : Component 15|CHAR 1|Not In|-99999|||%,Spec-00040113,"29",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,C,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"Gchokkal (GVW) - 13/Jan/2024 - ETS CC 2387769 - Update of specification report.
1. Updated SMD reference from TV-SPEC-69985 v2.0 to TV-SPEC-69985 v3.0 for Limit Type ALERT, GLO 1 and CHAR 1.
2. Updated SMD reference from TV-SPEC-69985 v2.0, TV-SPEC-70238 v1.0, TV-SPEC-67180 v4.0, TV-VAL-278811 v1.0, TV-SPEC-66430 v6.0, TV-TEC-250649 v5.0 to TV-SPEC-69985 v3.0, TV-SPEC-70238 v1.0, TV-SPEC-67180 v4.0, TV-VAL-278811 v1.0, TV-SPEC-66430 v6.0, TV-TEC-250649 v5.0 for Limit Type INH.



10-Dec-2024 - lwerner3 (SC) - Update of specification report - ETS CC 2387769

New limit type ""US"" added with SMD Reference TV-SPEC-71673 v1.0
Added Param List ""POLYSORBATE 80 1"" for US limit type
Added Extended CoA Info for:
PARTICULATE MATTER (v1) CNTO4424 1LIST	Component 1 (Standard)
PARTICULATE MATTER 7 (v1) 1LIST	Component 1 (Standard)
IC SUBVIS 12 (v1) 4N 8NC 5DATE 1TEXT	Part./cont. >=10um (Standard)	
IC SUBVIS 12 (v1) 4N 8NC 5DATE 1TEXT	Part./cont. >=25um (Standard)	
IC SUBVIS 12 A (v1) 4N 8NC 5DATE 1TEXT	Part./cont. >=10um (Standard)	
IC SUBVIS 12 A (v1) 4N 8NC 5DATE 1TEXT	Part./cont. >=25um (Standard)	
PH20 ACTIVITY (v1) 1N	Component 1 (Standard)
CSDS REDUCED (v1) CNTO4424 2N 1LIST	Component 1 (Standard)
CSDS REDUCED (v1) CNTO4424 2N 1LIST	Component 3 (Standard)
CSDS NON-REDUCED (v1) 1N 1LIST 2	Component 1 (Standard)
CSDS NON-REDUCED (v1) 1N 1LIST 2	Component 2 (Standard)
PEPTIDE MAPPING 1 (v1) 5N	Component 1 (Standard)

08-Jan-2025 - lwerner3 (SC) - Update of specification report
1. Spec-00040113‎ is needed for an other update, therefore all changes have been reverted, due to a delay in the approval of TV-SPEC-71673 v1.0.",,,lwerner3,tshah1,Reviewed/Approved.,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Fri Jan 17 06:00:00 EST 2025,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR 1,Not In -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-0193b42b-8396-74af-a45d-fbd00a592c5b-123-Spec-00040113|29|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","0193b42b-8396-74af-a45d-fbd00a592c5b","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|29|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040113,"29",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,C,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"Gchokkal (GVW) - 13/Jan/2024 - ETS CC 2387769 - Update of specification report.
1. Updated SMD reference from TV-SPEC-69985 v2.0 to TV-SPEC-69985 v3.0 for Limit Type ALERT, GLO 1 and CHAR 1.
2. Updated SMD reference from TV-SPEC-69985 v2.0, TV-SPEC-70238 v1.0, TV-SPEC-67180 v4.0, TV-VAL-278811 v1.0, TV-SPEC-66430 v6.0, TV-TEC-250649 v5.0 to TV-SPEC-69985 v3.0, TV-SPEC-70238 v1.0, TV-SPEC-67180 v4.0, TV-VAL-278811 v1.0, TV-SPEC-66430 v6.0, TV-TEC-250649 v5.0 for Limit Type INH.



10-Dec-2024 - lwerner3 (SC) - Update of specification report - ETS CC 2387769

New limit type ""US"" added with SMD Reference TV-SPEC-71673 v1.0
Added Param List ""POLYSORBATE 80 1"" for US limit type
Added Extended CoA Info for:
PARTICULATE MATTER (v1) CNTO4424 1LIST	Component 1 (Standard)
PARTICULATE MATTER 7 (v1) 1LIST	Component 1 (Standard)
IC SUBVIS 12 (v1) 4N 8NC 5DATE 1TEXT	Part./cont. >=10um (Standard)	
IC SUBVIS 12 (v1) 4N 8NC 5DATE 1TEXT	Part./cont. >=25um (Standard)	
IC SUBVIS 12 A (v1) 4N 8NC 5DATE 1TEXT	Part./cont. >=10um (Standard)	
IC SUBVIS 12 A (v1) 4N 8NC 5DATE 1TEXT	Part./cont. >=25um (Standard)	
PH20 ACTIVITY (v1) 1N	Component 1 (Standard)
CSDS REDUCED (v1) CNTO4424 2N 1LIST	Component 1 (Standard)
CSDS REDUCED (v1) CNTO4424 2N 1LIST	Component 3 (Standard)
CSDS NON-REDUCED (v1) 1N 1LIST 2	Component 1 (Standard)
CSDS NON-REDUCED (v1) 1N 1LIST 2	Component 2 (Standard)
PEPTIDE MAPPING 1 (v1) 5N	Component 1 (Standard)

08-Jan-2025 - lwerner3 (SC) - Update of specification report
1. Spec-00040113‎ is needed for an other update, therefore all changes have been reverted, due to a delay in the approval of TV-SPEC-71673 v1.0.",,,lwerner3,tshah1,Reviewed/Approved.,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Fri Jan 17 06:00:00 EST 2025,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
